user_id,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,compliment_profile,compliment_writer,cool,fans,funny,review_count,useful,yelping_since,now_date,acceptance,activation,frequency,subscribe,registeration,W1,W2,Wi,Wj
9bZLIEwZsUP262-3bOEsnA,17,1,17,15,0,4,14,7,16,4,7,876,78,456,1118,1567,2011/8/23 20:06,2021/3/31 0:00,,,,,,,,,
uWhC9eof98zPkvsalgaqJw,280,2,280,98,7,21,204,128,433,6,187,6377,208,4437,2420,9562,2014/1/16 19:40,2021/3/31 0:00,,,,,,,,,
jpIGlAym6z88W2xzHiK5_A,73,0,73,41,1,9,129,68,78,3,28,2680,158,1406,3994,4508,2015/2/26 17:59,2021/3/31 0:00,,,,,,,,,
lcQRKGDkc_uRTK_Yqx5z-A,30,0,30,13,0,4,12,0,18,1,30,646,41,424,1026,1323,2012/10/8 5:46,2021/3/31 0:00,,,,,,,,,
GGTF7hnQi6D5W77_qiKlqg,532,7,532,282,1,33,266,335,587,34,223,16639,582,10752,1313,21233,2014/4/5 1:44,2021/3/31 0:00,,,,,,,,,
fmzIm7RxEdii5Jz44PtO7g,574,5,574,386,7,32,248,478,341,58,313,11744,177,5700,1246,13359,2013/2/28 23:22,2021/3/31 0:00,,,,,,,,,
H02XKvKhgroCtPd5O5U3bw,7,1,7,5,0,3,12,2,14,0,4,261,27,295,1001,992,2013/3/2 19:18,2021/3/31 0:00,,,,,,,,,
PlkcpVx74F5bcjTznVoTEg,26,0,26,5,0,0,21,8,37,6,11,1375,24,666,1383,2183,2016/12/30 21:18,2021/3/31 0:00,,,,,,,,,
IrJyYQUx15JE7vHW2jCXTA,104,1,104,23,0,6,33,17,105,0,26,809,53,128,1132,1203,2014/4/29 13:26,2021/3/31 0:00,,,,,,,,,
FzemMECB9UV6UAPqg3P88Q,64,4,64,42,0,2,40,113,51,3,45,1028,85,463,1011,1929,2010/8/28 16:33,2021/3/31 0:00,,,,,,,,,
qPVtjjp8sNQ32p9860SR9Q,89,0,89,63,0,10,73,34,60,0,45,1597,104,1242,1192,2928,2011/11/22 17:39,2021/3/31 0:00,,,,,,,,,
6u82x6PkhQD2zm6Qa3mxCw,37,0,37,25,2,2,40,9,38,0,29,678,46,266,1049,1338,2014/4/26 22:07,2021/3/31 0:00,,,,,,,,,
TrU49Ydk2ZMjlh0rtOVj7g,5918,20,5918,1967,39,275,2655,5162,7575,326,1453,48613,595,34363,1863,54154,2012/3/2 23:38,2021/3/31 0:00,,,,,,,,,
lpvDMhIx25NDb9mRZ0x9fQ,4,2,4,1,0,1,7,14,5,2,1,345,36,102,1492,546,2016/9/20 22:42,2021/3/31 0:00,,,,,,,,,
VlyHGaMz3gbbQz5hytCeGA,237,7,237,105,4,18,50,87,202,12,158,7291,236,4455,1396,8921,2014/7/15 22:24,2021/3/31 0:00,,,,,,,,,
moMgADvpLpjcLkkM1jJDBw,87,0,87,10,0,4,59,35,119,0,29,2288,81,1120,1052,3580,2013/8/20 2:44,2021/3/31 0:00,,,,,,,,,
ODsM6-_BvHt6-cqNylJn7g,234,3,234,171,1,22,181,123,156,30,145,8276,197,6351,1915,10407,2012/3/10 9:33,2021/3/31 0:00,,,,,,,,,
CfKT4Pr7QYIUlcq4fnKfgg,40,1,40,17,0,8,16,13,24,1,34,1763,91,1058,1041,2246,2012/5/15 23:06,2021/3/31 0:00,,,,,,,,,
bN9UQdyftA92BZAy_r3yAw,53,0,53,15,0,10,43,1,64,0,13,2087,72,1084,1011,3460,2013/1/19 19:46,2021/3/31 0:00,,,,,,,,,
Gfxb_D1k8tueAoGn4cseoA,1426,21,1426,737,9,129,241,1288,1279,92,536,34881,313,17683,1915,35516,2013/12/8 1:09,2021/3/31 0:00,,,,,,,,,
gqL5KBs2oS7qobnyd99iKg,3239,21,3239,1319,1,84,975,1476,6758,43,435,57808,658,33137,2512,65154,2011/12/20 0:01,2021/3/31 0:00,,,,,,,,,
Rx4bHNzBtDSds11Sa-_Q9w,49,0,49,25,1,3,27,10,52,2,22,1066,28,297,1083,1363,2014/9/25 17:07,2021/3/31 0:00,,,,,,,,,
QGOtNZfasBwWCuawKjypYA,44,1,44,42,1,9,46,86,51,19,42,1912,103,717,1410,3250,2016/5/15 16:46,2021/3/31 0:00,,,,,,,,,
IlGYj_XAMG3v75rfmtBs_Q,7,0,7,4,0,1,22,47,11,0,2,1428,84,778,4359,2168,2015/5/16 2:38,2021/3/31 0:00,,,,,,,,,
whINg-cC-FiAv_ATDGMDTg,2055,29,2055,1325,80,360,1148,1934,1523,341,701,18684,142,15312,3499,22141,2012/8/25 15:08,2021/3/31 0:00,,,,,,,,,
J5CmFN4TULKvry4NzfAoNA,0,1,0,0,1,1,9,3,14,1,3,342,14,206,1224,697,2012/11/27 20:00,2021/3/31 0:00,,,,,,,,,
jDVTMvaSWWhkaxbL-KslgQ,10,0,10,14,0,4,13,7,23,1,5,758,34,215,1072,1026,2011/6/1 19:09,2021/3/31 0:00,,,,,,,,,
KsXRmRPR1s9nMZlWstsRfA,60,1,60,4,1,5,41,9,29,3,58,1756,33,866,1392,2069,2012/12/9 23:25,2021/3/31 0:00,,,,,,,,,
32hMcxaohQrPBbNi5HRIeg,88,2,88,18,1,5,60,10,48,1,35,1531,55,1026,1689,2478,2015/2/19 18:20,2021/3/31 0:00,,,,,,,,,
YoVfDbnISlW0f7abNQACIg,14,0,14,2,0,6,45,13,35,0,7,682,125,932,1674,1664,2013/1/2 20:05,2021/3/31 0:00,,,,,,,,,
a8Yu6dm8ptckNlW2LDUbZg,13,0,13,0,0,2,18,4,15,0,10,250,22,177,1029,1141,2010/5/21 14:20,2021/3/31 0:00,,,,,,,,,
cBbVbcqUWrgYLP-06v0UXA,475,6,475,272,3,27,303,621,343,5,265,9700,142,5110,1431,12562,2013/3/6 4:33,2021/3/31 0:00,,,,,,,,,
FdPioXvctMq8lhBtd_NnTg,2604,12,2604,1775,32,78,1167,1514,2114,171,1161,42087,186,29072,2162,44697,2015/8/15 23:01,2021/3/31 0:00,,,,,,,,,
2s27wyX1hn2lL1jv5Sn36w,92,7,92,81,5,11,47,61,40,15,98,3852,217,2215,1184,6103,2013/10/12 21:09,2021/3/31 0:00,,,,,,,,,
0EmnoUubRANjWm00ExwGYg,12,0,12,2,0,2,5,14,6,0,3,180,39,147,1591,747,2012/8/14 15:40,2021/3/31 0:00,,,,,,,,,
VA1vV3EaD1ohS7gGOLc5WA,84,0,84,28,0,5,39,25,55,8,67,3224,62,1531,1091,3971,2012/9/20 2:16,2021/3/31 0:00,,,,,,,,,
z3wkCACUTfarkwVS-A-yvA,48,3,48,45,0,4,76,266,56,1,14,1127,65,592,1022,1602,2013/10/11 18:56,2021/3/31 0:00,,,,,,,,,
bC3aSG_blKqi7Ge7-vtULw,15,1,15,7,0,1,11,15,22,0,10,1008,66,440,1710,2369,2015/2/3 16:30,2021/3/31 0:00,,,,,,,,,
xLoLsQ6k5GOrPTl0Y7jwxg,428,0,428,165,1,11,160,271,851,4,125,5796,121,1585,1105,6632,2013/4/5 19:35,2021/3/31 0:00,,,,,,,,,
Z7pFsGpIyLzMTZsXjTFF1A,97,0,97,17,3,14,91,94,151,15,41,2176,57,1546,1089,3074,2010/6/8 21:07,2021/3/31 0:00,,,,,,,,,
R7L6Fz8_SJuPJx3TqwzfTA,29,0,29,31,0,5,6,31,35,2,27,1717,98,1217,1380,2516,2016/7/25 1:23,2021/3/31 0:00,,,,,,,,,
PnwOegp7RXfMeNAyO9fQhQ,113,23,113,59,4,13,40,52,120,2,36,1449,61,553,1615,2555,2013/4/28 14:18,2021/3/31 0:00,,,,,,,,,
JaqcCU3nxReTW2cBLHounA,5,0,5,0,0,0,18,0,8,2,13,637,24,268,1542,1008,2015/7/22 13:53,2021/3/31 0:00,,,,,,,,,
INJeBb5oMnS54FpUv894qw,10,0,10,1,0,1,13,11,28,0,9,1197,44,506,1266,1698,2012/9/20 21:56,2021/3/31 0:00,,,,,,,,,
2DCKZKJhVuHPaT7_tf0Khw,574,1,574,129,2,37,154,125,1202,19,66,6598,123,2770,1175,7200,2016/7/3 20:53,2021/3/31 0:00,,,,,,,,,
hntJTn1Ev6TXfusbvTdutw,115,2,115,44,0,16,79,336,117,8,55,5850,67,4143,1234,6914,2009/9/3 19:27,2021/3/31 0:00,,,,,,,,,
YQ01_0vr9TahbQiBSr69Nw,84,0,84,29,0,3,22,37,55,1,49,1506,107,854,2464,2948,2015/4/23 13:37,2021/3/31 0:00,,,,,,,,,
vwRG7r8kELEqN60ep_JgEg,63,1,63,40,2,17,40,45,54,2,81,1957,91,1061,1285,3631,2014/1/3 20:05,2021/3/31 0:00,,,,,,,,,
#NAME?,6,0,6,1,1,3,17,0,15,3,9,345,28,255,2087,1082,2009/3/26 20:10,2021/3/31 0:00,,,,,,,,,
ENgL9AxV7uu-v5EUCpF69Q,149,0,149,32,0,5,62,29,99,1,83,2823,104,2796,1112,4119,2008/10/1 21:32,2021/3/31 0:00,,,,,,,,,
zK4R5IFl5aBqePPEd0fvxw,423,5,423,210,0,30,425,141,2158,11,192,6365,461,4390,1067,9281,2010/12/28 0:09,2021/3/31 0:00,,,,,,,,,
fgwI3rYHOv1ipfVfCSx7pg,6223,230,6223,4316,90,213,1769,1612,11647,179,1331,40386,2365,33045,1921,45975,2009/9/17 9:11,2021/3/31 0:00,,,,,,,,,
yh8_9Ix1wp9dekvyOZbilQ,3134,136,3134,2522,118,208,858,387,3633,305,1633,21949,1052,15927,2092,24719,2008/4/9 2:05,2021/3/31 0:00,,,,,,,,,
wi6H_sG-hT1ToDE8UaiPhw,27,2,27,21,0,5,19,5,31,1,17,517,25,373,1110,816,2009/5/31 19:14,2021/3/31 0:00,,,,,,,,,
QTaXh4nvR8BMLFbWcu1bRg,20,0,20,8,6,3,13,6,59,5,5,759,29,222,1053,999,2010/3/24 15:47,2021/3/31 0:00,,,,,,,,,
QWxW_pApmpY9iPApC8P-UQ,193,0,193,54,1,11,50,41,103,6,54,1619,79,1524,1273,2992,2007/10/19 16:38,2021/3/31 0:00,,,,,,,,,
iLjMdZi0Tm7DQxX1C1_2dg,5077,341,5077,2603,118,288,2282,601,8981,273,1358,28445,2540,26503,2434,35108,2007/7/31 14:47,2021/3/31 0:00,,,,,,,,,
MurRkRS5aYaa1IfaRY20_Q,279,8,279,107,21,20,75,6,111,8,84,3382,145,3434,2174,4635,2008/1/3 20:30,2021/3/31 0:00,,,,,,,,,
ACUVZ4SiN0gni7dzVDm9EQ,2932,288,2932,1609,108,117,1394,278,4464,133,601,18687,808,11615,2093,20324,2007/3/15 21:51,2021/3/31 0:00,,,,,,,,,
qlC607Cyp0Mj91vDFvkp3Q,826,40,826,388,25,46,695,155,1903,51,259,4738,423,3487,1527,7769,2010/4/16 0:19,2021/3/31 0:00,,,,,,,,,
cufhYFdyrUAt4SWe-m0grQ,3137,121,3137,1676,133,261,2207,235,9010,212,1155,19993,1302,19370,2406,25959,2008/2/2 7:18,2021/3/31 0:00,,,,,,,,,
C6uxJzwfCS-EsGACRocTBg,13,0,13,4,0,1,9,3,20,0,5,865,32,464,1036,1242,2009/7/8 20:20,2021/3/31 0:00,,,,,,,,,
AE8nHSRPFlB4nh7CP8PlGQ,517,33,517,486,7,34,248,178,343,34,283,8422,290,5643,1144,9637,2008/2/15 6:35,2021/3/31 0:00,,,,,,,,,
5MCBLBxr10NLUKZ4AboAMg,4522,721,4522,3841,251,318,2724,529,7573,370,1138,24690,1101,21354,2775,33772,2006/9/7 19:27,2021/3/31 0:00,,,,,,,,,
73DZUFYAXuycbJ_eEAox1Q,2913,153,2913,2044,146,555,923,1832,3186,657,2708,16500,501,12845,1174,18655,2009/9/4 22:27,2021/3/31 0:00,,,,,,,,,
fjEukWsKu9k8E0gJuRwf7w,21,3,21,24,1,6,15,16,42,5,18,1308,66,829,1429,2216,2008/10/15 0:59,2021/3/31 0:00,,,,,,,,,
fNBbsjfpGXinu7ud0DyyIw,517,57,517,396,5,24,295,19,392,24,59,2178,79,1431,1017,3313,2006/5/9 1:32,2021/3/31 0:00,,,,,,,,,
Wu0yySWcHQ5tZ_59HNiamg,329,11,329,317,20,69,628,283,1519,7,116,2393,89,2637,1087,3044,2010/3/30 20:04,2021/3/31 0:00,,,,,,,,,
FlXBpK_YZxLo27jcMdII1w,115,6,115,74,7,16,109,6,154,11,65,1702,98,1254,1078,3396,2011/2/21 20:33,2021/3/31 0:00,,,,,,,,,
LFzCNWu8tIxGNPk358QVJg,525,10,525,227,8,29,240,64,500,18,201,3320,184,2520,1101,5837,2008/9/3 16:49,2021/3/31 0:00,,,,,,,,,
MGPQVLsODMm9ZtYQW-g_OA,1915,395,1915,2176,130,167,915,470,3392,205,696,13786,827,10508,1807,17385,2008/1/19 22:50,2021/3/31 0:00,,,,,,,,,
cCqhFQsFsQpZ9iOD7Lgh-g,580,24,580,462,4,26,152,350,329,17,179,3007,278,1849,1023,4106,2011/3/22 2:46,2021/3/31 0:00,,,,,,,,,
G-_KF_Ul4d3WGEa-G0Iq4g,106,5,106,85,3,7,70,7,122,12,40,1385,75,1112,1126,2658,2008/4/21 4:35,2021/3/31 0:00,,,,,,,,,
oEvsA_IvL0yRyI7d4lT-IA,110,12,110,41,2,41,42,31,43,8,80,1295,120,912,1168,1897,2009/9/20 6:40,2021/3/31 0:00,,,,,,,,,
fwSsSQXLvip6MkayAa_vyQ,959,52,959,542,24,70,391,81,781,49,533,7210,114,6148,1151,8616,2010/10/17 2:50,2021/3/31 0:00,,,,,,,,,
dfYNTBw--CYlZbFz581kYQ,1336,150,1336,1272,43,72,304,55,881,47,300,7596,239,5197,1107,8328,2008/4/15 23:27,2021/3/31 0:00,,,,,,,,,
oH9K7eCuNsYr6MmlM2ZjUg,47,7,47,44,4,7,29,10,46,4,39,941,122,497,1247,1701,2007/11/10 19:35,2021/3/31 0:00,,,,,,,,,
hUDEUz8PddhVTShshwQWWQ,198,6,198,45,10,27,160,74,452,13,73,3018,141,3845,1505,4508,2009/6/13 21:48,2021/3/31 0:00,,,,,,,,,
BWoIzHQKl9lyJSRYHxoMVw,187,22,187,128,24,18,167,36,259,12,58,1308,66,1014,1041,2122,2008/1/25 1:14,2021/3/31 0:00,,,,,,,,,
6ce1NSAUt1Kr7efrLI8XQA,2265,92,2265,2232,53,168,1739,514,4276,74,647,17059,571,11487,2374,21365,2009/6/1 22:51,2021/3/31 0:00,,,,,,,,,
a4r7b9qJI_1HwfVul-ns5A,24,4,24,3,0,2,9,3,16,2,10,381,32,202,1006,829,2010/4/10 4:08,2021/3/31 0:00,,,,,,,,,
0XXIv9a0LWiaCjAkurjMMQ,2299,177,2299,1743,45,154,386,100,2538,62,735,10680,262,6947,1147,10310,2005/12/15 19:27,2021/3/31 0:00,,,,,,,,,
pDfL8xt8F8ls0-kQIG_ADg,4704,96,4704,3792,121,331,1116,6185,3266,425,1657,10265,225,8793,1312,11711,2007/5/22 4:45,2021/3/31 0:00,,,,,,,,,
H74c_2LheXJmtEJd2EV6WQ,49,3,49,18,1,10,22,12,29,5,49,665,63,506,1308,1457,2009/3/24 5:47,2021/3/31 0:00,,,,,,,,,
j7Ew20Kh33lFEaUXW1rGNw,70,1,70,26,0,7,27,15,42,6,31,1562,72,750,1530,3673,2010/7/13 0:55,2021/3/31 0:00,,,,,,,,,
m5cBT7OYfn0HM0d-RCsdZQ,1546,140,1546,1651,36,168,477,429,912,95,615,7912,426,6312,1712,9145,2006/7/15 1:58,2021/3/31 0:00,,,,,,,,,
Ry1O_KXZHGRI8g5zBR3IcQ,200,2,200,104,12,30,86,34,196,14,112,1673,94,1075,1587,3012,2010/4/22 12:17,2021/3/31 0:00,,,,,,,,,
BOU25_BWQnLdFJBKUe2XdQ,52,4,52,27,0,13,94,29,178,2,11,1178,94,2395,2280,3504,2008/11/25 21:58,2021/3/31 0:00,,,,,,,,,
0G-QF457q_0Z_jKqh6xWiA,2423,152,2423,1704,76,127,2049,455,6393,102,1106,19279,917,13633,1959,25785,2008/3/12 19:13,2021/3/31 0:00,,,,,,,,,
uZdFsE_aHbFBChgN6Xa8tw,119,16,119,90,2,18,60,26,157,13,42,1719,116,1060,1910,2872,2007/2/12 20:53,2021/3/31 0:00,,,,,,,,,
Pf7FI0OukC_CEcCz0ZxoUw,2799,108,2799,1359,140,169,1383,260,4507,183,1017,18853,958,16235,2377,26866,2007/7/10 21:19,2021/3/31 0:00,,,,,,,,,
0QeJC2inz6P-OVzROU_LNw,3021,275,3021,3368,31,208,1313,1566,1380,208,1189,21699,483,17302,2753,22906,2009/3/10 13:55,2021/3/31 0:00,,,,,,,,,
Ee3iS0puAl0aQWl76fGLPQ,373,17,373,209,2,40,201,37,405,24,126,3217,108,2328,1340,4512,2010/1/6 2:36,2021/3/31 0:00,,,,,,,,,
9bxdPvAhP6cuipD5s2UnCg,2080,195,2080,1830,31,131,536,84,1801,121,709,10970,117,8507,1408,12247,2007/2/17 3:07,2021/3/31 0:00,,,,,,,,,
0C65lVj_ujVYDs7b2yYBAA,1837,159,1837,1634,76,148,566,853,1875,303,772,9177,324,8676,1077,10756,2009/2/24 0:04,2021/3/31 0:00,,,,,,,,,
3nDUQBjKyVor5wV0reJChg,1679,18,1679,902,20,79,471,784,1103,59,599,10823,431,7040,1503,13032,2008/12/5 19:18,2021/3/31 0:00,,,,,,,,,
4iOc4Fo-h6gZ-2zAJEM78g,122,0,122,57,20,25,74,38,97,6,57,2298,175,1805,1073,3763,2009/8/3 23:47,2021/3/31 0:00,,,,,,,,,
tZA9Uztmj69tgvlHiiMKsg,884,128,884,686,70,120,447,73,974,112,308,6094,155,4626,1119,8080,2009/12/31 21:59,2021/3/31 0:00,,,,,,,,,
KVJMmL0YhWwZRUhhMNkpjA,11,1,11,8,0,1,14,1,14,1,6,839,73,512,1350,1184,2010/9/12 17:09,2021/3/31 0:00,,,,,,,,,
40MywB-9aaAPmqRkThlaWw,1325,130,1325,935,28,115,519,230,922,56,307,6403,198,4714,1136,7006,2007/2/4 22:26,2021/3/31 0:00,,,,,,,,,
mvK1pv-x0Z5rP4Hz9cWBWw,5651,650,5651,7948,173,714,1418,2371,4841,737,2832,26425,1157,22156,1668,31030,2007/7/17 23:12,2021/3/31 0:00,,,,,,,,,
fHqt_c3oDQ4ZWFzeOo4ezA,11865,237,11865,6664,64,291,3453,4087,10034,731,2356,28853,313,18656,1171,29562,2009/1/24 17:02,2021/3/31 0:00,,,,,,,,,
tw_UfR34h9a90PKhVu-WiQ,3579,156,3579,2007,30,201,1253,268,3939,173,1463,9610,260,6446,1191,10743,2008/7/21 23:53,2021/3/31 0:00,,,,,,,,,
yhJ1SVBSjC_R2viEh5AbUA,1327,49,1327,771,1,117,369,328,1094,32,585,5383,231,4464,1041,6339,2008/12/10 18:37,2021/3/31 0:00,,,,,,,,,
VwNhTezcwcgPMbp1UoXmTg,178,14,178,84,1,14,61,34,82,6,67,2467,136,1992,1327,3760,2011/2/24 19:41,2021/3/31 0:00,,,,,,,,,
yFqO3NGu5xHOo20Xs4JUjg,80,4,80,26,1,10,22,11,66,2,7,530,63,424,1114,1031,2006/8/28 2:10,2021/3/31 0:00,,,,,,,,,
OnagJ2dnPjfRRT4a_CgKCw,254,55,254,406,19,15,63,35,127,11,31,1813,138,1215,1274,2534,2005/4/14 23:50,2021/3/31 0:00,,,,,,,,,
#NAME?,503,18,503,426,21,36,121,25,318,58,360,3971,155,3206,1076,5481,2007/8/14 3:26,2021/3/31 0:00,,,,,,,,,
Bz1kW9-YSBA0kGWRFS0sjA,298,8,298,126,1,34,34,44,211,6,172,4060,139,3209,1175,4912,2008/1/1 22:26,2021/3/31 0:00,,,,,,,,,
rDqapmGz04gIUH-mecYrJQ,243,7,243,168,12,11,97,5,146,5,80,1916,98,781,1852,2991,2008/9/6 3:31,2021/3/31 0:00,,,,,,,,,
M271Ac7UKVaQ9U5AOvc_9A,2571,190,2571,2726,54,152,415,424,1232,276,904,7576,186,7316,1176,9893,2008/12/20 4:00,2021/3/31 0:00,,,,,,,,,
WaqPitgrhpepyvFo2jcUBQ,56,2,56,27,0,12,37,15,57,9,20,518,60,390,1145,1366,2006/12/3 3:03,2021/3/31 0:00,,,,,,,,,
u79JLmKzua7wxGxs1Q3Qkg,142,19,142,86,0,16,65,224,110,7,103,9779,519,5272,1389,12105,2010/1/12 4:51,2021/3/31 0:00,,,,,,,,,
my4q3Sy6Ei45V58N2l8VGw,65,9,65,49,1,18,31,14,47,7,34,1643,97,1030,1255,2297,2009/6/8 17:08,2021/3/31 0:00,,,,,,,,,
8xev0Avovx_jp7LEw8JqvA,1148,337,1148,1884,37,111,418,91,738,107,256,5974,303,5615,1327,6859,2006/5/15 15:53,2021/3/31 0:00,,,,,,,,,
pMltyeuU4SjT6Y8YVy7HBA,75,2,75,52,1,5,44,11,89,11,29,847,57,650,1086,1543,2006/6/21 15:41,2021/3/31 0:00,,,,,,,,,
qPGhjScyxtuHrWXN4A8VXg,853,65,853,768,29,54,622,33,885,29,166,3269,99,3282,1456,3959,2008/4/23 0:15,2021/3/31 0:00,,,,,,,,,
Hm0diOkWwpo9zotlJlqMUQ,9035,77,9035,5256,23,405,2713,7767,7371,133,1159,79572,557,46206,2093,81413,2010/8/7 5:05,2021/3/31 0:00,,,,,,,,,
9CUYUkGuboexlhG3QF6NZg,706,15,706,348,3,43,654,186,444,22,276,3415,240,2867,1012,4845,2011/4/26 1:38,2021/3/31 0:00,,,,,,,,,
n86B7IkbU20AkxlFX_5aew,851,30,851,545,29,48,499,110,674,60,393,4043,167,2539,1185,6219,2009/4/28 4:02,2021/3/31 0:00,,,,,,,,,
WALNtcSZlONK4Yj-o3pzKA,1764,21,1764,919,11,122,1185,593,1979,32,388,8159,632,8292,2240,10031,2007/12/19 3:26,2021/3/31 0:00,,,,,,,,,
4EkDs9ZvbnmwGhmm6bGH7A,158,0,158,51,6,16,78,37,110,9,36,1078,71,770,1653,1854,2006/8/11 17:52,2021/3/31 0:00,,,,,,,,,
nxWrhF_hyX0wwjrEkQX8uQ,2212,40,2212,1165,22,198,799,754,2617,165,1043,29168,1228,22304,1345,33760,2009/1/25 2:40,2021/3/31 0:00,,,,,,,,,
Syt_iQqW_c9T2_lrvsddqQ,1782,284,1782,1757,42,139,477,70,1673,86,463,9027,163,7257,1043,10258,2007/6/27 16:30,2021/3/31 0:00,,,,,,,,,
kKTcYPz47sCDH1_ylnE4ZQ,178,6,178,75,2,18,77,42,144,14,133,3686,229,3493,2593,6042,2010/9/26 23:14,2021/3/31 0:00,,,,,,,,,
H7I6AKkYu-1jemA5cEVu4w,986,43,986,843,55,128,537,791,2684,23,492,16863,1219,8775,1897,22685,2005/11/2 3:29,2021/3/31 0:00,,,,,,,,,
hcGgZ4PbKcM3K1clw7tEGA,773,30,773,603,29,46,185,31,425,30,301,9031,204,7733,2333,11841,2007/7/11 18:14,2021/3/31 0:00,,,,,,,,,
Y5oH9VlzH0IfhCQ3SSESoQ,538,13,538,270,15,45,116,77,564,26,209,4268,155,3393,1277,5581,2008/7/24 17:46,2021/3/31 0:00,,,,,,,,,
sMRucNvjaoSrvo6Jo5yjhA,19,1,19,18,1,8,36,4,29,4,16,461,73,616,1094,2183,2009/7/15 5:01,2021/3/31 0:00,,,,,,,,,
_KDforIDsQS6bIaJi0_V0g,396,56,396,425,17,47,195,206,270,33,327,6385,631,5113,1423,9052,2010/4/10 22:54,2021/3/31 0:00,,,,,,,,,
JnGtgOPpkjyWOvWM0SYEXg,2286,217,2286,2686,73,291,720,2071,1598,378,1091,16034,476,11214,3531,19042,2006/3/29 18:19,2021/3/31 0:00,,,,,,,,,
oeFiWvoOG0hpMOXXxblfyQ,456,20,456,274,24,35,249,136,456,23,275,4631,330,3604,1568,8210,2009/1/5 14:21,2021/3/31 0:00,,,,,,,,,
lCmvpQfFpdxhbWVM59eUCg,66,13,66,42,5,11,33,10,41,5,45,927,95,623,1713,1749,2007/5/14 18:38,2021/3/31 0:00,,,,,,,,,
lMY8NBPyzlPbbu-KBYfD9A,3094,92,3094,2566,41,166,1052,1829,3489,265,712,34989,725,22829,1415,36771,2011/6/4 13:35,2021/3/31 0:00,,,,,,,,,
rlDDkE6G-nMO-z0hNqekzA,35,0,35,29,7,23,52,8,79,8,122,1412,190,1183,1402,3775,2009/5/10 1:11,2021/3/31 0:00,,,,,,,,,
_6qzYTyQ3lV9DJqoep7_og,57,2,57,27,0,5,41,13,39,7,29,969,128,703,1024,2124,2009/4/28 20:26,2021/3/31 0:00,,,,,,,,,
__05rytNjsye9MBhqB0DMA,41,0,41,16,0,4,21,2,21,3,18,597,36,361,1216,1133,2006/2/12 20:20,2021/3/31 0:00,,,,,,,,,
I2qJvA0tbGdZJ3XrwzwfzA,983,8,983,482,0,47,342,887,460,22,283,10694,296,7896,1631,12801,2009/2/27 4:38,2021/3/31 0:00,,,,,,,,,
VdUjcjZeSF7sH8Z-OZfIag,27,2,27,21,2,7,20,5,23,4,20,1963,46,2058,1028,3214,2009/10/3 3:37,2021/3/31 0:00,,,,,,,,,
j4BMT5Oyrt15-pwK3cRSZw,1661,55,1661,1159,39,105,426,299,1565,63,604,10574,218,7288,1939,14338,2008/1/12 0:30,2021/3/31 0:00,,,,,,,,,
L27OShvycGmVOkAxD1h86A,506,47,506,553,46,34,211,27,504,24,146,3752,187,3213,1189,5116,2008/1/11 23:22,2021/3/31 0:00,,,,,,,,,
0PGQWRDjFDhvnGkipBG_wQ,33,2,33,18,6,7,30,7,138,4,14,313,39,230,1008,912,2007/3/25 14:51,2021/3/31 0:00,,,,,,,,,
9TT_mBR1xKn5I62vg1yu7w,190,18,190,129,14,18,54,36,176,10,83,1870,180,871,1679,3047,2007/9/25 18:36,2021/3/31 0:00,,,,,,,,,
kwjfwrE4Qs6ZblePxNeQcQ,97,1,97,38,2,9,56,6,96,4,121,3076,97,2946,1234,4230,2010/1/19 14:39,2021/3/31 0:00,,,,,,,,,
_tpzswb4NTS4bniz9aM1nQ,27,2,27,21,1,7,29,20,29,3,28,491,77,442,1123,1111,2009/11/7 17:55,2021/3/31 0:00,,,,,,,,,
sLIn9oBM0aw9q2R9G1oCew,523,42,523,355,10,34,174,45,148,14,122,2648,128,1801,1201,3410,2007/7/5 17:28,2021/3/31 0:00,,,,,,,,,
aDYNz8cujkDdmbiOh95ANA,97,0,97,54,8,11,82,6,107,6,75,800,77,411,1149,2158,2009/9/5 17:41,2021/3/31 0:00,,,,,,,,,
P3usQcIegPCl-cdH4IDirg,498,29,498,341,40,62,282,83,302,57,349,6799,393,6407,3218,10846,2007/7/27 19:19,2021/3/31 0:00,,,,,,,,,
sAOdKC09kMqFfnVCrJRWvQ,826,4,826,262,3,18,163,66,541,13,91,2722,132,1287,1127,3856,2009/9/14 7:04,2021/3/31 0:00,,,,,,,,,
zHvS1F_6wOPSLUk6vpDEGA,166,18,166,181,11,13,130,35,111,15,66,1480,92,1228,1140,3058,2010/6/30 17:07,2021/3/31 0:00,,,,,,,,,
GaTWkVy-pY6phZOqW6ykuw,1003,12,1003,317,23,63,343,86,607,31,204,5534,183,4956,1656,7231,2007/6/20 22:36,2021/3/31 0:00,,,,,,,,,
nu4NZLFnJ57TIIwSsXd33w,20,0,20,3,0,6,14,6,21,0,15,737,50,748,1015,1632,2008/4/2 18:06,2021/3/31 0:00,,,,,,,,,
l0-VQ8nA_oijpKlRB7dkow,83,0,83,54,7,8,61,7,67,9,41,2228,106,1567,1464,3419,2009/2/3 23:34,2021/3/31 0:00,,,,,,,,,
UXbCcmkYGl3DH_Py5UOtbQ,13006,1609,13006,10673,2555,4275,8364,1276,11546,6924,7150,35331,241,22952,2660,38421,2007/10/4 5:06,2021/3/31 0:00,,,,,,,,,
