,user_id,compliment_cool,compliment_cute,compliment_funny,compliment_hot,compliment_list,compliment_more,compliment_note,compliment_photos,compliment_plain,compliment_profile,compliment_writer,cool,fans,funny,review_count,useful,yelping_since,now_date,acceptance,activation,frequency,subscribe,registeration,W1,W2,Wi,Wj
776,iSqAA0keruU-ZZro7jW0zQ,79,1,79,29,6,7,30,19,54,0,65,979,97,531,1384,2182,2010/8/15 16:52,2021/3/31 0:00,1.5765895953757225,130.27507199835065,0.09994582881906826,1894.5,10.623674804167617,0.09286318722783202,0.05769468665432116,0.12309286179321346,0.027466517682734486
777,w8q1hum7FsGb6hb9T_2j2g,21,0,21,6,0,5,18,2,24,1,10,413,55,313,1168,1102,2008/10/18 19:45,2021/3/31 0:00,0.9434931506849316,93.83972339396884,0.05908096280087528,941.5,12.446754506046087,0.09873484820454351,0.0565265513832163,0.13501557054446664,0.020247381672815347
778,5lXLfyND3naSNHEuiHsjmw,52,0,52,5,0,2,33,16,50,3,15,846,54,425,1257,2060,2008/12/14 21:29,2021/3/31 0:00,1.6388225934765315,102.27412016532001,0.06844791353947763,1692.5,12.290499277511598,0.10062835451439318,0.0590541417675107,0.13636407493089095,0.023320018191944146
779,MmQv7nXo3EKVW6ZbFBZ08A,600,15,600,165,7,25,466,165,3878,20,120,3618,738,1165,1444,6395,2011/7/28 19:46,2021/3/31 0:00,4.428670360110804,149.2767249488676,0.542225800679907,5958.0,9.673309757396,0.13689613759732472,0.10317096252273994,0.16588565596615293,0.07418384484891988
780,oAKrvdtdHsDzV2a0FRut4A,144,1,144,56,1,29,77,51,158,5,114,3148,155,2976,1141,5556,2009/11/29 21:50,2021/3/31 0:00,4.869412795793164,100.68643639822896,0.06678082191780822,5917.5,11.332211575024715,0.09986741276036118,0.06385252112322491,0.13082466465498102,0.03289690644431606
781,jwPVqdHpVHCBfAe4pZBbgA,609,5,609,147,3,25,317,156,1070,20,171,3446,274,2545,1203,4898,2011/3/28 4:26,2021/3/31 0:00,4.071487946799667,120.19090588928523,0.28762971806410137,5581.5,10.00907673587345,0.10850497205147991,0.07539637914051348,0.1369642292460077,0.04693896097788792
782,zFo--zdHXg6KJ1RYd8r1BA,80,0,80,22,1,4,18,59,68,8,31,1964,79,1313,1486,2755,2012/9/20 11:56,2021/3/31 0:00,1.853970390309556,174.32504119600915,0.0615053050397878,3055.5,8.524306030876872,0.07826737024194616,0.05195235355360443,0.10088697205114432,0.029334053954666327
783,Z8MQ8HXITQj0715Nmia2yQ,175,8,175,95,0,7,101,25,107,8,84,3037,140,1536,1180,4212,2010/4/6 3:23,2021/3/31 0:00,3.5694915254237287,107.43024543380675,0.08935685828116106,4462.5,10.983871397064416,0.09670246689175463,0.061330786496806226,0.12710682110880095,0.030928012628097266
784,4k43P1zuES57ewaGC4jYjg,12,0,12,5,0,2,26,0,22,6,19,507,21,342,1146,1249,2009/7/26 15:10,2021/3/31 0:00,1.0898778359511343,98.13373536541883,0.04957102001906578,1059.5,11.6779412883109,0.09149097048502733,0.05253018441974098,0.12498025379518597,0.019042341335533643
785,8c3XuWaEQwzbV9AtiXB8mw,63,3,63,23,5,14,22,2,49,2,27,789,83,541,1580,1978,2011/5/15 15:24,2021/3/31 0:00,1.2518987341772152,159.97717628088884,0.08252720677146312,1695.5,9.87640885238421,0.08838884391660451,0.05600250707187291,0.11622709170289283,0.02816570321353374
786,XFGqNlqKAaaNFxrpkyMN5g,30,0,30,8,0,4,23,2,44,0,36,734,30,212,1025,1613,2012/6/26 11:49,2021/3/31 0:00,1.573658536585366,117.01214444670414,0.06916764361078546,1294.5,8.759774507567116,0.07046427182007436,0.04347211360148273,0.0936658260775928,0.020271698719212253
787,L8P5OWO1Jh4B2HLa1Fnbng,6,2,6,1,2,5,17,42,15,1,16,816,47,561,1440,1708,2007/10/3 18:09,2021/3/31 0:00,1.1861111111111111,106.74527721507589,0.0366288492706645,1566.0,13.490058179329225,0.10881601232988529,0.06236062903932394,0.14874737774906163,0.022430975403679106
788,SUAFCKtkx8RrQ6EgJQIVrw,33,0,33,10,0,12,28,14,27,1,64,2059,112,1492,2145,3952,2011/5/8 15:33,2021/3/31 0:00,1.8424242424242425,216.76395435097,0.02958816473410636,3807.5,9.895556696326716,0.09520377159650081,0.06299643328197897,0.12288823107022326,0.0353135558261255
789,MnYfi2DODiZkLIwJFuwB2g,98,2,98,35,7,18,155,38,263,5,69,4415,198,1991,1923,7034,2012/6/2 0:52,2021/3/31 0:00,3.657826313052522,217.86092344913567,0.05863095238095238,6819.0,8.826732070879915,0.0934595966810729,0.0664533885404036,0.11667345736933224,0.04324112699798795
790,8lEywHSvti2UjFP8ODbnHg,258,4,258,141,0,21,105,133,150,19,128,9086,325,4743,1290,13054,2010/3/9 2:57,2021/3/31 0:00,10.11937984496124,116.63040490608986,0.04527024513633151,13604.0,11.060580652521104,0.11200449717796118,0.0796684622907961,0.13979974456002695,0.051875131657492524
791,WwmWdDCJREohcxQqfnOL-A,32,2,32,19,0,12,24,35,40,1,31,1377,76,953,1021,2720,2010/8/2 22:53,2021/3/31 0:00,2.664054848188051,95.79136733638519,0.04514851485148515,2563.0,10.658580500418282,0.0853871289469546,0.05145174885486242,0.11455681191864465,0.022283434285634413
792,sYz4yiDYFSpushlTFWyS4A,65,0,65,31,0,2,33,20,35,2,22,1874,59,536,1042,2242,2011/5/8 0:30,2021/3/31 0:00,2.1516314779270633,105.28151960304059,0.05911435941530525,2355.5,9.89727355692448,0.07999887272174487,0.04883758949996776,0.10678405356561403,0.0220536970336046
793,YBT3EKUNN4IP8m4x7sGu1g,186,0,186,67,0,8,129,20,294,2,45,2923,55,1081,1220,5149,2012/7/8 19:55,2021/3/31 0:00,4.220491803278689,139.81211563288142,0.10237080738555665,4604.0,8.725996273480872,0.08185841076283631,0.055248798497930185,0.10473126527308393,0.03237731507348603
794,Ri1nrLjmtQoDLnULZal3PA,1508,13,1508,1088,20,250,324,1742,1292,144,1430,28270,90,25840,1154,29499,2009/2/4 4:52,2021/3/31 0:00,25.562391681109187,94.97921578961534,0.11145929265988111,41849.5,12.150026617993765,0.1577208594096989,0.1268797077309309,0.18423165149692747,0.10037176167783408
795,C2uPDBzST_e1RBLDmgRtWg,5,0,5,1,0,0,5,0,6,1,2,190,24,107,1018,518,2010/1/22 1:35,2021/3/31 0:00,0.5088408644400786,91.00110218916693,0.03067484662576687,419.5,11.186677694121226,0.08347733140859394,0.0467592836791388,0.11503881044709964,0.015199107019807768
796,TwjiWvK0ZP15lzGC049oIQ,33,3,33,21,1,11,29,45,58,4,14,2420,172,1486,2419,3736,2010/3/6 0:57,2021/3/31 0:00,1.5444398511781727,218.53781856426372,0.0329756608217744,3907.0,11.069022359114761,0.10680499347890472,0.06970686732923626,0.13869339854153492,0.03782022740286548
797,OLGQ7alK4VKl3YdQk6UF5g,252,3,252,141,2,11,138,177,217,5,143,3767,170,2055,1384,6449,2010/4/19 19:23,2021/3/31 0:00,4.659682080924855,126.43363658959076,0.10928204710292559,6220.5,10.94645410297361,0.10360202950521612,0.06839286704089163,0.13386676199668687,0.03812985451558599
798,2-XLTj0Cfd81_XlmHo02Aw,33,1,33,13,0,2,16,1,20,4,15,845,33,582,1054,1191,2010/7/24 2:16,2021/3/31 0:00,1.1299810246679316,98.63766737886162,0.052711993888464474,1325.5,10.685573047380029,0.08329253529849329,0.04858836195421732,0.11312300615891917,0.018759209915952188
799,_5keMAmic7zzrnM5mVefBw,9,0,9,4,0,3,8,0,23,2,10,222,19,197,1089,834,2009/4/11 0:01,2021/3/31 0:00,0.7658402203856749,90.9783424472563,0.05426975259377494,636.0,11.969881740056277,0.09272920896567387,0.052468058937921114,0.1273362199771461,0.017862499913647818
800,Eus5ji048KwmXXDSKKmxKg,225,6,225,95,5,16,43,18,278,13,113,1517,110,763,1001,2681,2009/10/2 3:38,2021/3/31 0:00,2.6783216783216783,87.09586358885552,0.20903043741181213,2535.5,11.493083124191955,0.10485179659440758,0.06569498883611323,0.13850970207230334,0.0320387888431266
801,cMoQqT_j_FD1gO6EEZzOIg,338,17,338,153,4,20,153,39,160,11,268,4175,183,4076,1090,5232,2010/4/3 0:49,2021/3/31 0:00,4.8,99.15961997048889,0.11132537269153749,6833.0,10.992377747357214,0.10095071488198051,0.06613696414967436,0.1308755485143977,0.036213801410756426
802,GHoG4X4FY8D8L563zzPX5w,3052,40,3052,2080,12,155,1627,1242,3442,108,1145,25999,721,16908,4607,32951,2012/8/22 10:40,2021/3/31 0:00,7.152376817885826,535.4580755223986,0.21032719027656938,38289.5,8.603848201384135,0.18123463386283845,0.156361044154047,0.20261630067855227,0.13498275332887327
803,RylA6VZUTRuMGBu4nHKbCw,26,0,26,19,1,12,27,13,38,4,58,934,84,361,1104,1903,2009/5/25 21:55,2021/3/31 0:00,1.723731884057971,93.18879378206245,0.07004377736085053,1641.0,11.846918016579208,0.09595465895811739,0.05647256681056951,0.12989207052738386,0.02253667952880358
804,OT-0VdNkBh0HOQm1apHGNw,145,4,145,76,0,12,85,46,92,8,142,3794,187,2239,1320,6642,2012/3/27 18:52,2021/3/31 0:00,5.031818181818182,146.5345464707208,0.059566074950690336,6431.0,9.008114685527417,0.08611232766355044,0.05950896324474622,0.10897985443745495,0.03664289269831306
805,KLoEkHgC5wrORHdPpPq70Q,156,11,156,105,0,20,109,70,124,13,126,3351,234,1954,1097,6709,2012/5/20 1:13,2021/3/31 0:00,6.115770282588879,123.78298582319988,0.07408023972032629,6124.0,8.862284204121986,0.08447593770413539,0.05886750435997748,0.1064882646919615,0.03685661082090649
806,41kMyI1BfOTyIIAenUSaTQ,115,1,115,77,1,10,91,103,134,5,79,2276,95,1232,1433,3477,2011/9/6 11:16,2021/3/31 0:00,2.4263782274947663,149.82071622864802,0.10465282748747316,3540.0,9.564765381397825,0.08865420277384992,0.058016078384938,0.11498979403617275,0.031681953840093924
807,rQLEfpfSjVK-3dBmIMKZDA,36,1,36,15,6,13,33,21,58,4,66,1353,208,903,1650,3837,2012/2/12 18:38,2021/3/31 0:00,2.3254545454545457,180.75047456075274,0.04743147874610208,3150.5,9.128606738154993,0.08604318992260854,0.05764825254148533,0.11045064528842148,0.033242234104466306
808,yD1aRxezQ8XjrKogEfuShw,2201,80,2201,1687,16,242,606,1537,1947,169,603,10905,217,7125,1180,11817,2012/2/25 16:09,2021/3/31 0:00,10.014406779661018,129.76590055305454,0.3782289677354508,15032.0,9.093297969427333,0.12138024823532415,0.09327116961623672,0.14554234982974373,0.069111214557461
809,8g_iMtfSiwikVnbP2etR0A,70,1,70,11,1,13,45,22,72,2,37,786,52,333,1137,1081,2012/9/4 23:57,2021/3/31 0:00,0.9507475813544415,132.7225866074181,0.15636363636363637,1126.0,8.566740816792151,0.07722535121571085,0.04974618600049692,0.10084557525778441,0.026127231686492797
810,9G8EyOAEv5mfSOdsbrIF7A,39,5,39,22,1,6,33,6,27,8,41,636,117,453,1240,1685,2010/3/28 4:24,2021/3/31 0:00,1.3588709677419355,112.64129592247015,0.081831290555155,1445.5,11.008396075747205,0.09206798559143771,0.055707700786701474,0.12332203886138221,0.024455125288398476
811,8zXgNCkusOHMwh5Tj_8yCQ,127,10,127,78,2,10,57,64,86,16,56,1777,233,1007,1669,3206,2013/1/16 1:34,2021/3/31 0:00,1.920910724985021,203.47647947009676,0.10567612687813022,3111.5,8.202422237432504,0.08539435522356176,0.05990349556898437,0.10730563206324821,0.03799367172233575
812,WKHsyopwzYKNCZQH7S5SJA,202,4,202,63,0,13,109,41,114,3,55,3628,166,1357,1073,4233,2011/8/11 12:28,2021/3/31 0:00,3.9450139794967383,111.35542413534826,0.0874376220438273,4692.0,9.635812609323903,0.08601957768027886,0.056482450840585625,0.11140879075748797,0.03109466279791207
813,h4HT7k8q2RnV9NSQdcjBYQ,16,0,16,4,8,5,20,25,27,3,19,666,53,502,1446,1839,2008/9/10 1:34,2021/3/31 0:00,1.2717842323651452,115.19280687686998,0.0475557033588294,1530.0,12.552867138185414,0.1026572463480551,0.05993241509863317,0.13938199010475025,0.023209297254811617
814,szUqQBw8Xl5RExjRqTQsoQ,37,1,37,10,0,5,21,13,24,1,27,1226,105,593,1364,2321,2012/1/5 20:03,2021/3/31 0:00,1.7016129032258065,147.73923030397762,0.04251207729468599,2122.5,9.23248345881816,0.07886814083792493,0.05007032054033429,0.10362181858280238,0.025317932192964607
815,HI9m5UB77q6g3DzBds0TQw,169,4,169,73,0,10,67,39,78,4,117,6171,237,2650,1998,7107,2011/4/21 19:58,2021/3/31 0:00,3.557057057057057,200.97376073891132,0.0458312405826218,8082.5,9.941596319111719,0.10123709929025894,0.07027389743168504,0.1278522335907002,0.04366047825836229
816,y77GGCw8wEyLK9gHrjOjTA,84,2,84,20,0,3,36,20,64,5,34,2301,96,1365,1034,3427,2011/10/28 0:01,2021/3/31 0:00,3.3143133462282397,109.72358402002712,0.0496263922176794,3594.5,9.423680508023423,0.07844083217958878,0.049794458565608386,0.10306433111317737,0.02517224199775091
817,ncAOj5Xz-XS6bpSnTWp3tQ,116,0,116,45,0,8,72,111,94,0,57,3610,271,1736,2647,6492,2012/7/23 22:32,2021/3/31 0:00,2.4525878352852284,304.79133791383447,0.05228923804696739,6054.5,8.684630009886684,0.10339213513998592,0.0755852355933644,0.12729432174033287,0.05168483878462272
818,pnTiEaqM4slogpY97n9Kvg,1748,25,1748,431,20,105,1471,365,5036,39,526,9824,1266,8862,1242,13622,2011/1/28 11:34,2021/3/31 0:00,10.967793880837359,122.12634134905343,0.35638232016837934,16787.0,10.16979618221918,0.1456184908995748,0.11667828906785832,0.17049521883086388,0.09180418413059885
819,eg7ZVmUQSSTwuLhkdU8y5w,367,2,367,80,0,29,95,110,151,14,53,6317,86,4668,1209,7086,2010/10/22 18:24,2021/3/31 0:00,5.861042183622828,115.83426600330516,0.07016767196059985,9078.5,10.4373260323979,0.09655629175533167,0.06459374420562565,0.12403035721032332,0.03712129026710876
820,Et0qEP5K0oTCpAZ0aULmpw,8,0,8,3,0,7,7,1,9,0,2,251,16,328,1397,487,2010/7/12 6:55,2021/3/31 0:00,0.34860415175375803,130.342736667326,0.04221388367729831,541.0,10.717896798235607,0.08565552209260065,0.050141351497632214,0.1161822419180529,0.019615989654495694
821,oTae-gLGMpNNFxcBn2D77A,584,13,584,456,5,52,151,283,454,14,292,6076,219,4108,1107,7629,2012/8/29 0:30,2021/3/31 0:00,6.89159891598916,128.93317477927548,0.16212878234996914,9016.0,8.585843029888204,0.09218068278906699,0.06724929320445412,0.11361114038289725,0.04582042992632695
822,S2R1D2Igo9RVx3DfS6nwbg,167,2,167,26,2,8,336,24,355,5,56,1937,101,1000,1785,3400,2011/11/26 7:45,2021/3/31 0:00,1.9047619047619047,191.0439323966705,0.18115827678712323,3219.0,9.34340063883185,0.09784727102816426,0.06648925219108842,0.12480173256096974,0.039536434039948935
823,balhXuT7Pa2Sqb3cuTkDRA,32,2,32,25,1,5,23,1,33,2,13,393,35,280,1105,1004,2012/1/23 21:29,2021/3/31 0:00,0.9085972850678733,120.33054025219099,0.10077519379844961,856.0,9.183038634116663,0.07615925306497917,0.046808517006859826,0.10138815713697419,0.02158084262486243
824,eiiXoxbl2nzTy3VTsOd-Qw,52,0,52,15,0,11,46,27,71,7,41,2319,141,1610,1135,4403,2011/6/8 4:48,2021/3/31 0:00,3.879295154185022,115.67574920475472,0.038646183389342295,4236.5,9.811909650924026,0.08370395557658467,0.05375167082865314,0.10944999047855766,0.028007010496689893
825,De8koO26NgVx9GkII-bgwg,200,2,200,65,1,5,157,40,214,3,96,1843,56,1258,1042,2667,2009/4/16 14:26,2021/3/31 0:00,2.5595009596928984,87.16348045538419,0.1704230235783634,2912.0,11.954547874363069,0.10530908288733827,0.06455695156940015,0.14033823793764438,0.029529495196425393
826,xC-q_yh0XwcjRLimkS3RNg,58,0,58,70,0,12,47,49,66,0,86,1089,91,468,1750,2318,2012/1/7 19:47,2021/3/31 0:00,1.3245714285714285,189.65999341033364,0.11509677419354838,1983.0,9.227038177808199,0.08980542941931863,0.059401166492078224,0.11594001882720181,0.03326806916507495
827,GcdYgbaF75vj7RO6EZhPOQ,224,7,224,163,4,26,152,218,216,6,140,5351,253,2975,2096,7860,2012/7/7 18:25,2021/3/31 0:00,3.75,240.1217497938927,0.08525886568639565,8219.5,8.7289052399422,0.09968273175083234,0.07286280541917363,0.12273653793639994,0.04981072470623246
828,ATK1ItQDQsHD5IG3sUGNnw,246,3,246,153,1,10,75,114,181,3,94,3774,117,2520,1040,4630,2013/3/25 20:15,2021/3/31 0:00,4.451923076923077,129.77100214585403,0.10307579641157086,5520.5,8.01411704312115,0.07582203367890636,0.05276598597523232,0.09564039563418118,0.03294890991301297
829,vnpfnIsSFzInHaXgP4doLQ,18,0,18,4,0,5,10,1,24,1,18,891,52,709,1069,1456,2011/3/27 2:53,2021/3/31 0:00,1.362020579981291,106.77196539931298,0.032395287958115186,1554.0,10.011991406190585,0.07756156232407681,0.04594247351907197,0.10474022117406862,0.018765049721789114
830,hKAelF9K5XSL9bjQO7PpIw,5,1,5,1,0,1,12,3,10,0,5,216,19,265,1515,1078,2008/9/10 22:18,2021/3/31 0:00,0.7115511551155116,120.71230356569897,0.027581783194355357,789.0,12.550501939310974,0.10022134403752553,0.0573516585148863,0.13707057153025848,0.020504006767936324
831,h1KzT38UnfzR7maSi7oVUw,10,0,10,12,0,11,26,0,28,6,7,215,42,356,1128,974,2010/7/26 15:37,2021/3/31 0:00,0.8634751773049646,105.63207746884495,0.07119741100323625,793.5,10.678574416305421,0.08514403652400007,0.05003269530347463,0.11532450312580403,0.01985358048250676
832,4m9NXICYBC5i9t4aTt-I6w,89,0,89,51,0,7,17,21,45,8,64,2108,82,1072,1988,3761,2011/9/11 1:49,2021/3/31 0:00,1.8918511066398391,208.12059431721534,0.05633194064255871,3511.5,9.552154156209598,0.09238932176736513,0.061329527958515255,0.11908739226963035,0.03463299466011933
833,4F59l8scDgg6BQx0HGRtcQ,193,6,193,96,3,13,145,173,517,0,104,2306,172,909,1313,3605,2011/6/21 4:30,2021/3/31 0:00,2.7456207159177457,134.30367738434882,0.21158357771260997,3496.0,9.776351813826146,0.09809749317063596,0.06580229837153177,0.12585749777695077,0.03804393277952253
834,lcRkGpx6QuK6c0NpYQv-gQ,29,0,29,10,0,8,35,9,20,6,27,329,47,316,1026,1338,2009/6/8 12:54,2021/3/31 0:00,1.304093567251462,86.8783488902477,0.08724155320221887,1015.0,11.8096167008898,0.09458203518051728,0.05488996184956363,0.12869992032706196,0.020773571437936587
835,9u8D55VqYWZWdgTO0FxuYA,67,1,67,25,0,9,42,24,91,1,54,2144,40,1483,1303,2799,2009/8/31 0:22,2021/3/31 0:00,2.148119723714505,112.51122196724509,0.05929038281979458,3233.0,11.581067001292874,0.09645154452476105,0.05814889605366957,0.12937518161126116,0.025226804987035455
836,WJR8f_QNG1kuPq5V6RxeFA,253,2,253,95,0,13,742,72,371,6,66,3191,88,2255,1033,5925,2011/2/23 0:41,2021/3/31 0:00,5.735721200387221,102.27871024726667,0.1647172632134377,5729.5,10.0998536010343,0.09667598637109222,0.06458501477518164,0.12426043867497401,0.03700217509743758
837,I-wq3PJNBlaZ8tpi0SdS8A,760,5,760,207,2,28,328,155,1209,6,154,3834,108,2445,1274,5983,2010/4/12 1:18,2021/3/31 0:00,4.696232339089482,116.15945880446462,0.2947316914043386,6185.0,10.967681953000227,0.11585905661228661,0.07838751695624557,0.14806851619912936,0.046179999854563364
838,yFY8wveTclT1mRQxWAEewA,453,8,453,197,3,19,307,270,2487,5,109,3430,513,2073,1064,4977,2010/1/31 9:03,2021/3/31 0:00,4.677631578947368,95.33037711463584,0.41135496183206105,5496.5,11.161185261236596,0.12900205775490167,0.09067099615172952,0.1619504425837932,0.05772480807534457
839,5yGgNgkkNvsv6dYiA_whFw,29,3,29,18,2,4,36,25,52,2,30,1087,128,1229,3272,2727,2013/1/11 4:59,2021/3/31 0:00,0.8334352078239609,398.26081120704,0.04560777315090224,2585.5,8.215721727888052,0.10598887303039523,0.07748409917133903,0.13049093674169385,0.05298387020810988
840,0VYzR15p6G18-2_KCsvuEw,73,2,73,58,4,9,25,34,88,8,71,2711,137,1698,1089,3841,2011/12/29 22:38,2021/3/31 0:00,3.527089072543618,117.7125027898563,0.05393939393939394,4193.5,9.251353715111415,0.07962856467153727,0.05178868364003177,0.10355886255145678,0.027859699945737223
841,VWJ8PSz6Sg5_AlBvQyGvpw,90,0,90,36,0,7,96,48,122,5,35,3547,100,1247,2861,5765,2009/8/14 4:47,2021/3/31 0:00,2.015029709891646,246.06293659295488,0.05009944123496543,5329.5,11.627106624077875,0.11761014760734533,0.07763033606805471,0.15197558564279265,0.04326685045696836
842,3i48mMo0ydcfJd1-7_Iieg,81,0,81,72,0,0,21,49,43,4,46,2665,107,912,1064,3384,2009/1/21 4:57,2021/3/31 0:00,3.180451127819549,87.29649705806789,0.057032035627065075,3534.0,12.18834702258727,0.1005146961740331,0.060418861963259775,0.13497968942299668,0.025955478065971066
843,q46P4WXcdOeIx0yE5keY9Q,220,1,220,79,0,18,123,125,208,7,121,4143,145,2473,1114,5886,2010/6/9 5:17,2021/3/31 0:00,5.283662477558348,103.06767710332267,0.0897456406974884,6323.5,10.808432200167314,0.09793647688405493,0.06393250170598903,0.12716524559591869,0.034705351700098246
844,HeiAMoNFdLDPrDoQ97VnPw,9,0,9,2,0,3,10,14,14,0,7,501,72,397,1279,1845,2012/5/13 16:03,2021/3/31 0:00,1.4425332290852229,144.03547278743113,0.024790375501275976,1407.5,8.879757015742642,0.07253211922266352,0.045237154522874044,0.09599396855313799,0.021776482896914074
845,7TkojMG64NyzCcc1scJkfw,71,0,71,19,0,8,45,11,106,0,16,1858,54,1644,1265,3068,2010/3/2 19:22,2021/3/31 0:00,2.4252964426877472,114.19159779477211,0.052815829528158297,3312.0,11.07787284204122,0.09227839294847552,0.05624155727212854,0.12325443073967647,0.02526700469528194
846,10Xfhcdi9PZiYUoNbHn3jg,130,7,130,105,0,9,64,35,127,13,75,5528,215,2406,1940,8211,2012/9/10 17:04,2021/3/31 0:00,4.232474226804124,226.87142470899622,0.04304738309074017,8180.0,8.55109894288539,0.09291318798221954,0.06748928891587018,0.11476698468233988,0.04563709625655922
847,8D8mjeNaJ3DGhl0WX8copA,34,0,34,21,0,5,15,1,20,1,47,502,52,376,1104,1802,2010/12/15 20:26,2021/3/31 0:00,1.6322463768115942,107.29644879072032,0.0664179104477612,1366.0,10.289250133089968,0.08299806959862585,0.049786514894456804,0.11154557153919556,0.021240340813010617
848,kkPgJv6KBFN15caG7NYYlg,43,0,43,40,1,0,38,2,44,1,42,449,31,162,1326,975,2011/4/18 19:47,2021/3/31 0:00,0.7352941176470589,133.2685980868732,0.1601513240857503,808.5,9.949830785611073,0.08923864288309417,0.055694347415102034,0.11807221134859888,0.026862228293993755
849,rYH17FN_7hwLDVR2ERRLlA,8,0,8,5,0,3,16,1,17,2,32,550,85,364,1199,1738,2011/4/27 21:56,2021/3/31 0:00,1.4495412844036697,120.8067164688042,0.03469079939668175,1368.5,9.924944862727203,0.07947155648447171,0.048031098725985495,0.10649669383913905,0.021007236410620654
850,chG58EhXagCSvub2-a73RA,5239,99,5239,6442,23,307,1257,1928,5902,192,1139,36884,600,27100,1388,38698,2010/6/20 10:47,2021/3/31 0:00,27.880403458213255,128.784572929664,0.27041740519273094,51641.0,10.777688417370143,0.17911607704384824,0.1553029142774689,0.19958624290948637,0.13483609263518623
851,ES12kMOR5fdoEnSXvxE0qw,3,0,3,0,0,2,12,2,12,1,6,279,21,979,1972,1053,2007/8/8 4:38,2021/3/31 0:00,0.533975659229209,144.52265266874022,0.017741237559498052,1166.0,13.644919765761655,0.11278635355552614,0.0650654130785697,0.1538055561682042,0.024047989001343313
852,qtWYsp3Fagzr-yWtJvO8JQ,11,0,11,3,0,2,9,7,13,3,8,241,30,152,1270,878,2006/10/27 19:34,2021/3/31 0:00,0.6913385826771653,88.05072799427802,0.05271439811172305,650.5,14.423503688493422,0.11427626996388197,0.06369531302212603,0.1577537870804527,0.020219575639182485
853,EPK4_bIsyVlrlsLH3RClEQ,1905,12,1905,837,4,48,537,1233,1589,23,564,16618,460,9888,1311,18291,2011/1/1 14:34,2021/3/31 0:00,13.951945080091534,127.98514961932999,0.19324954796080096,22628.5,10.243375922123356,0.1303058440498345,0.10209026362819416,0.1545595774996615,0.07783885416268375
854,DDwuwjZHsTmN7-Fju7D1qw,69,2,69,17,0,9,58,24,96,3,46,1267,52,1296,1228,2533,2007/6/24 0:34,2021/3/31 0:00,2.0627035830618894,89.1885277073449,0.07711930926216641,2574.0,13.768586964788197,0.113725778210023,0.06620342970264491,0.15457429240243253,0.025356714820307606
855,waN6iwcphiVEoCews4f4CA,157,0,157,63,1,14,48,34,113,1,51,6330,129,4155,1158,7449,2011/6/27 4:03,2021/3/31 0:00,6.432642487046632,118.64783220804631,0.03563064570090331,9031.5,9.759976043805613,0.08951237026300313,0.06094825105901727,0.11406527892724513,0.036396847016034704
856,#NAME?,20,2,20,14,0,2,20,6,40,5,20,977,64,730,1401,1837,2011/2/21 16:21,2021/3/31 0:00,1.3112062812276946,138.66424140191143,0.042042889390519186,1804.0,10.103542094455852,0.08404366202985332,0.051485606201146575,0.11202946576256323,0.023501157774672043
857,EKMvtp53otIbSFS_ZRUTdw,179,3,179,24,2,22,93,107,231,3,59,4878,178,3020,1428,7611,2010/12/27 15:20,2021/3/31 0:00,5.329831932773109,139.2222971920901,0.05815977819330711,7843.5,10.25697771693665,0.09728254725337951,0.06580205676841393,0.12434227246418492,0.03874396241995735
858,HorQ90eiUPfnesQlIraaJA,42,3,42,33,0,5,27,18,45,4,30,1300,128,1058,1430,2367,2007/2/7 20:41,2021/3/31 0:00,1.6552447552447553,101.12168935998403,0.052698412698412696,2426.5,14.141377671305804,0.1173926061635707,0.06852091962662879,0.15940096753108568,0.02651441741296325
859,Ry2eEdDFbB3jCd-puLq0bg,154,1,154,49,0,10,50,44,112,6,62,2229,94,1016,1169,3250,2013/3/12 14:38,2021/3/31 0:00,2.780153977758768,145.211080728607,0.09884526558891454,3294.5,8.050349836489467,0.07421863905394464,0.050132305266025225,0.09492255745508872,0.02942963038675957
860,WKIW7tWyMq7_XN0V2ouo0A,499,8,499,230,3,19,429,208,2392,10,129,4654,638,2201,1519,8937,2013/1/11 13:12,2021/3/31 0:00,5.883475971033575,184.91051342298655,0.28026849037487334,8215.0,8.214784394250513,0.11043663529732095,0.0856980395993158,0.13170156132426303,0.06443507493873635
861,T4bKpy8-BT27L_nfWdlVqQ,11,0,11,10,0,6,37,4,26,2,7,585,38,190,1015,1228,2007/7/27 16:12,2021/3/31 0:00,1.2098522167487684,74.21514115698177,0.05691462805791313,1020.5,13.676454483230664,0.10688791360077642,0.05979979043828892,0.14736312520112302,0.019326245731651637
862,e7MEzEQMjqNPZfYthZKhwg,101,1,101,52,0,1,31,32,67,0,43,1440,72,655,1069,1738,2012/9/9 2:07,2021/3/31 0:00,1.6258185219831618,124.94824631717385,0.11192277589355597,1952.5,8.555542246558673,0.07419703002960377,0.04769778563375672,0.09697494228649384,0.024921092337212892
863,U5YQX_vMl_xQy8EQDqlNQQ,94,2,94,44,0,7,108,57,149,3,85,2310,221,1219,1554,4579,2012/12/11 21:49,2021/3/31 0:00,2.9465894465894467,187.25881380718482,0.07930439072520967,4164.5,8.298674804167618,0.08363347802592422,0.05858396599136971,0.10516538116094153,0.037053485045014455
